Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location,price
At Senpara Nice Flat Up For Sale Near Mother Care International School,3.0,3.0,8,vacant,1275.0,dhaka,"৳7,200,000","Section 10, Mirpur",7200000.0
"600 Sq Ft Apartment For Sale In Mirpur, Section 12",2.0,2.0,7,vacant,600.0,dhaka,"৳3,250,000","Section 12, Mirpur",3250000.0
At Khilkhet Close To Kurmitola High School and College A 1125 Sq.Ft Residential Apartment For Sale,3.0,3.0,7,vacant,1125.0,dhaka,"৳5,925,000","School Road, Khilkhet",5925000.0
Seize This 1150 Sq Ft Apartment Up For Sale In Mirpur Dohs,2.0,2.0,1,vacant,1150.0,dhaka,"৳8,700,000","Mirpur DOHS, Mirpur",8700000.0
Sophisticated Style! This 1175 Sq.Ft Flat For Sale In Senpara Parbata Is All About It .,3.0,2.0,3,vacant,1175.0,dhaka,"৳7,000,000","Section 10, Mirpur",7000000.0
Worthy 1040 SQ FT residence is for sale at Banasree,3.0,3.0,6,vacant,1040.0,dhaka,"৳6,500,000","South Banasree Project, Banasree",6500000.0
Ready Apartment Of 1920 Sq Ft Is Now Available To Sale In Mohammadpur,3.0,3.0,9,vacant,1920.0,dhaka,"৳10,500,000","Chandrima Model Town, Mohammadpur",10500000.0
"900 Sq Ft Residential Apartment Is On Sale In Sector 10, Uttara",2.0,2.0,2,vacant,900.0,dhaka,"৳4,800,000","Sector 10, Uttara",4800000.0
Buy This 887 Sq Ft Flat In Keraniganj,2.0,2.0,5,vacant,887.0,dhaka,"৳3,000,000",Keraniganj,3000000.0
Properly Built Flat Is Up For Sale In Mirpur Section 10 Nearby Mercantile Bank Limited,3.0,2.0,1,vacant,1245.0,dhaka,"৳6,800,000","Section 10, Mirpur",6800000.0
Apartment for sale is all set for you to settle in Mirpur close to Mirpur 10 No Market Masjid,3.0,2.0,2,vacant,1180.0,dhaka,"৳6,500,000","Section 10, Mirpur",6500000.0
"1250 Sq Ft Residential Flat With Great Home Features For Sale In Mirpur, Dakkhin Paikpara",3.0,3.0,7,vacant,1250.0,dhaka,"৳8,200,000","Dakkhin Paikpara, Mirpur",8200000.0
"Lovely Apartment Of 1300 Sq Ft Is Up For Sale In Dakkhin Paikpara, Mirpur",3.0,3.0,3,vacant,1300.0,dhaka,"৳8,500,000","Dakkhin Paikpara, Mirpur",8500000.0
Grab This 307 Sq Ft Shop For Sale In Luxmibazar,,,2,vacant,307.0,dhaka,"৳9,210,000","Luxmibazar, Sutrapur",9210000.0
307 Sq Ft Shop Area Is For Sale In Luxmibazar,,,2,vacant,307.0,dhaka,"৳9,210,000","Luxmibazar, Sutrapur",9210000.0
"Buy This 1000 Sq Ft Residential Flat In Mirpur, Paikpara",3.0,2.0,8,vacant,1000.0,dhaka,"৳6,000,000","Ahmed Nagar, Mirpur",6000000.0
Reasonable 1265 Sq Ft Flat Is Available For Sale In Dakkhin Paikpara Sarak,3.0,3.0,2,vacant,1265.0,dhaka,"৳8,800,000","Dakkhin Paikpara, Mirpur",8800000.0
Plan To Move In This 1450 Sq Ft Flat Which Is Up For Sale In Dolairpar,3.0,3.0,5,vacant,1450.0,dhaka,"৳7,000,000","Kadamtali, Shyampur",7000000.0
"At Bashundhara, A 1650 Sq Ft Well Fitted Residential Property Is On Sale",3.0,3.0,6,vacant,1650.0,dhaka,"৳13,200,000","Block F, Bashundhara R-A",13200000.0
A Nice Residential Flat For Sale Can Be Found In Banasree Nearby Banasree Jame Mosjid,3.0,3.0,2,occupied,1180.0,dhaka,"৳7,000,000","Block E, Banasree",7000000.0
"Impressive Residential Property Is Up For Sale In Road No 12, Uttara 13",3.0,4.0,2,vacant,1650.0,dhaka,"৳14,000,000","Sector 13, Uttara",14000000.0
Get comfortable in a 1650 SQ FT flat for sale in Bashabo,4.0,4.0,4,vacant,1650.0,dhaka,"৳9,500,000","Bashabo Madartek Road, Bashabo",9500000.0
Find 1350 Sq Ft Flat Available For Sale In Dakshin Khan,3.0,3.0,5,vacant,1350.0,dhaka,"৳8,000,000","West Mollartek, Dakshin Khan",8000000.0
"This 1133 Sq Ft Flat Is Ready To Sale In Mirpur-2, Borobag",3.0,3.0,6,vacant,1133.0,dhaka,"৳5,200,000","Section 2, Mirpur",5200000.0
A Nicely Build 980 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Middle Paikpara Close To Bowshagari Central Masjid.,3.0,3.0,7,vacant,980.0,dhaka,"৳5,500,000","Middle Paikpara, Mirpur",5500000.0
"Here Is A Cozy And Nice Flat Of 1610 Sq Ft Is Waiting For Sale At Block A, Mirpur-11",3.0,3.0,11,vacant,1610.0,dhaka,"৳13,000,000","Section 11, Mirpur",13000000.0
Create your home in a 1200 SQ FT apartment for sale in Mirpur DOHS,3.0,3.0,3,vacant,1200.0,dhaka,"৳10,000,000","Mirpur DOHS, Mirpur",10000000.0
"Select This 1120 Sq Ft Flat For Sale In North Kafrul Road, Ibrahimpur",3.0,3.0,9,vacant,1120.0,dhaka,"৳5,040,000","North Kafrul Road, Ibrahimpur",5040000.0
See This 1250 Sq Ft Apartment For Sale Is All Set For You In Mirpur Close To Mirpur Shaheen School,3.0,3.0,6,vacant,1250.0,dhaka,"৳8,625,000","Section 11, Mirpur",8625000.0
"Covering 1250 Sq Ft Space A Flat Is Up For Sale In Section 11, Mirpur Nearby Mirpur Ideal School",3.0,3.0,7,vacant,1250.0,dhaka,"৳8,625,000","Section 11, Mirpur",8625000.0
"Beautiful And Well-constructed 1100 Sq Ft Flat Is Ready To Sale At Dakkin Paikpara, Mirpur",3.0,2.0,7,vacant,1100.0,dhaka,"৳6,500,000","Paikpara, Mirpur",6500000.0
"Visit This 650 Sq Ft Flat For A Small Family Is Here Available For Sale In Section 6, Mirpur",2.0,2.0,5,vacant,650.0,dhaka,"৳3,500,000","Section 6, Mirpur",3500000.0
"Offering You A 650 Sq Ft Nice Flat For Sale In Section 6, Mirpur",2.0,2.0,5,vacant,650.0,dhaka,"৳3,500,000","Section 6, Mirpur",3500000.0
A 1517 Sq. Ft Apartment Which Is Up For Sale At Uttara Near To Trust Bank Limited | Atm Booth.,3.0,4.0,5,vacant,1517.0,dhaka,"৳11,500,000","Sector 10, Uttara",11500000.0
"700 Sq Ft Lovely Residential Flat For Sale In Mirpur, Section 13",2.0,2.0,6,vacant,700.0,dhaka,"৳3,800,000","Section 13, Mirpur",3800000.0
"Well Organized Flat Of 1250 Sq Ft Is Now Vacant For Sale In Kallyanpur, Mirpur",3.0,3.0,9,vacant,1250.0,dhaka,"৳7,500,000","Kallyanpur, Mirpur",7500000.0
Plan The Calm Life You Always Desire About In This Flat Of 1150 Sq Ft For Sale In Mirpur-11,3.0,3.0,4,vacant,1150.0,dhaka,"৳7,975,000","Section 11, Mirpur",7975000.0
"An Apartment Of 900 Sq Ft Is Up For Sale In Ashkona Medical Road, Dakshin Khan",2.0,2.0,4,vacant,900.0,dhaka,"৳4,600,000","Ashkona, Dakshin Khan",4600000.0
Picture Yourself In This Residential Apartment Of 1050 Sq Ft For Sale In Shah Ali Bag,3.0,3.0,7,vacant,1050.0,dhaka,"৳6,000,000","Section 1, Mirpur",6000000.0
Well Designed 1200 Sq Ft Residential Flat Is There For Sale At Middle Monipur,3.0,3.0,3,vacant,1200.0,dhaka,"৳5,000,000","Middle Monipur, Mirpur",5000000.0
Express Your Individuality At This 1400 Sq Ft Apartment At Bashundhara R-a Close To Markazul Fiqril Islami Bangladesh,3.0,3.0,1,vacant,1400.0,dhaka,"৳12,500,000","Block D, Bashundhara R-A",12500000.0
"Find This 1200 Sq Ft Flat Available For Sale In Lalkuthi, Mirpur",3.0,3.0,5,vacant,1200.0,dhaka,"৳6,000,000","Lalkuthi, Mirpur",6000000.0
"Buy This 1740 Sq Ft Apartment In Mirpur-2, Borobag",4.0,4.0,7,vacant,1740.0,dhaka,"৳11,300,000","Section 2, Mirpur",11300000.0
"1200 Sq Ft Nice Apartment For Sale In East Kazipara, Mirpur",3.0,3.0,7,vacant,1200.0,dhaka,"৳7,700,000","East Kazipara, Mirpur",7700000.0
Great Location! Check Out This 1250 Sq Ft Flat For Sale In West Manikdi,3.0,3.0,3,vacant,1250.0,dhaka,"৳6,000,000","Manikdi, Cantonment",6000000.0
1450 Sq Ft Ready Flat For sale In Bashundhara R/a Nearby Dhaka Bank Limited | Atm Booth,3.0,3.0,1,vacant,1450.0,dhaka,"৳12,000,000","Block D, Bashundhara R-A",12000000.0
"The Home Is Situated In A Great Location, Kafrul, Which Is Vacant For sale",2.0,2.0,8,vacant,880.0,dhaka,"৳4,400,000","East Kafrul Road, Kafrul",4400000.0
Flat For Sale In Uttara Near Gausul Azam Jame Masjid,3.0,3.0,4,vacant,1375.0,dhaka,"৳8,400,000","Sector 12, Uttara",8400000.0
"Get Ready For Your Countless Peaceful Days With This 1115 Sq Ft Flat At Mazar Road, Mirpur Is Up To Sale",3.0,3.0,11,vacant,1115.0,dhaka,"৳6,700,000","1st Colony, Mirpur",6700000.0
"A 1000 Sq Ft, Ready Flat Is Up For Sale At Adabor Nearby Padakhep Manabik Unnayan Kendra.",3.0,2.0,1,vacant,1000.0,dhaka,"৳6,800,000","Baitul Aman Housing Society, Adabor",6800000.0
"1250 Sq Ft Residential Flat For Sale In Mirpur, Pirerbag",3.0,3.0,2,vacant,1250.0,dhaka,"৳7,000,000","Pirerbag, Mirpur",7000000.0
Visit This 1332 Sq Ft Apartment For Sale In Ibrahimpur Near Baitul Abrar Jame Masjid,3.0,3.0,4,vacant,1332.0,dhaka,"৳5,791,500","Anando Road, Ibrahimpur",5791500.0
"1332 Sq Ft An Apartment Is Ready For Sale At Ibrahimpur , Near Masjidul Abrar",3.0,3.0,1,vacant,1332.0,dhaka,"৳7,326,000","Anando Road, Ibrahimpur",7326000.0
Visit This Apartment For Sale In Ibrahimpur Near Ibrahimpur Central Jame Masjid,3.0,2.0,6,vacant,1150.0,dhaka,"৳6,500,000","Ibrahimpur Bazar Road, Ibrahimpur",6500000.0
"A Spectacularly Constructed Flat of 1,080 SQ FT for Sale In Agargaon Near Baitul Mamur Jame Masjid",2.0,2.0,5,vacant,980.0,dhaka,"৳5,390,000","Kutum Goli, Agargaon",5390000.0
A Nice Residential Flat For Sale Can Be Found In Mohammadpur Nearby Mac Master English Medium School.,2.0,2.0,5,vacant,900.0,dhaka,"৳4,950,000","PC Culture Housing, Mohammadpur",4950000.0
This 1250 Square Feet Apartment For Sale In Kachukhet Near Kachukhet Old Market Jame Masjid,3.0,3.0,5,vacant,1250.0,dhaka,"৳6,000,000","Lalasarai Road, Kachukhet",6000000.0
3 Bedroom And 4 Bathroom Apartment Is For Sale In Bashundhara R-A Near IUB.,3.0,4.0,4,vacant,1851.0,dhaka,"৳13,882,500","Block E, Bashundhara R-A",13882500.0
1700 Square Feet Apartment Is For Sale In Bashundhara R-a Near Madinatul Ulum Madrasa Masjid.,3.0,4.0,6,vacant,1700.0,dhaka,"৳15,000,000","Block J, Bashundhara R-A",15000000.0
A Fascinating Apartment In kafrul Near High-tech Multicare Hospital Is Up For Sale,3.0,3.0,7,vacant,1050.0,dhaka,"৳6,300,000","South Kafrul Road, Kafrul",6300000.0
We Have A Ready Flat For Sale In Shahjadpur Nearby Shahjadpur Model Government Primary School,3.0,3.0,1,vacant,1475.0,dhaka,"৳15,550,000","Shahjadpur, Badda",15550000.0
"An Apartment Is Up For Sale In Dakshin Khan, Near Gaoyaira Baitun Noor Mosque",2.0,2.0,5,vacant,900.0,dhaka,"৳3,150,000","Gawair, Dakshin Khan",3150000.0
"1459 Sq Ft Apartment Is Ready For Sale At Uttara, Near Uttara Model Town Post Office",3.0,3.0,1,vacant,1459.0,dhaka,"৳13,500,000","Sector 3, Uttara",13500000.0
A Finely Constructed 1500 Sq Ft Flat Is For Sale In Bashundhara R/a Nearby Playpen School,3.0,3.0,5,vacant,1500.0,dhaka,"৳12,500,000","Block D, Bashundhara R-A",12500000.0
"Buy This Great 1350 Sq Ft Apartment In Bashundhara R-a, Block C",3.0,3.0,6,vacant,1350.0,dhaka,"৳11,600,000","Block C, Bashundhara R-A",11600000.0
Great News! This 1560 Sq Ft Flat For Sale In Malibagh Which Can Be Your Next Destination,4.0,4.0,4,vacant,1560.0,dhaka,"৳11,200,000","Malibagh Chowdhury Para, Malibagh",11200000.0
Nice 850 Sq Ft Flat Is Available For Sale In East Kazipara,2.0,2.0,4,vacant,850.0,dhaka,"৳5,000,000","East Kazipara, Mirpur",5000000.0
This 1518 Sq.Ft Apartment Up For Sale At Uttara 11 Very Near To Uttara West Police Station.,3.0,3.0,1,vacant,1518.0,dhaka,"৳12,400,000","Sector 11, Uttara",12400000.0
Modern Home For Residents | 1100 Sq Ft -2 Bedroom Flat In Darussalam Is Up For Sale.,2.0,2.0,3,vacant,1100.0,dhaka,"৳5,500,000","Darussalam, Mirpur",5500000.0
Worthy 1250 SQ FT residence is for sale at Mirpur 11,3.0,3.0,5,vacant,1250.0,dhaka,"৳7,200,000","Section 11, Mirpur",7200000.0
Next To Kuwaiti Masjid This Ready And Comfortable 850 Sq.Ft Apartment Is Up For Sale At East Monipur .,2.0,2.0,4,vacant,850.0,dhaka,"৳4,000,000","East Monipur, Mirpur",4000000.0
1200 Square Ft. And 3 Bedroom Residential Apartment For Sale At Mirpur 11 Close To Mercantile Bank Limited .,3.0,3.0,5,vacant,1200.0,dhaka,"৳5,800,000","Section 11, Mirpur",5800000.0
A 950 Sq Ft Residential Flat Is For Sale In Mirpur -Kachukhet Road .,3.0,2.0,4,vacant,950.0,dhaka,"৳5,200,000","Kachukhet Road, Mirpur",5200000.0
Exquisite Flat For Sale In Bashundhara Nearby Ebenzer International School,3.0,3.0,1,vacant,1500.0,dhaka,"৳11,500,000","Block D, Bashundhara R-A",11500000.0
Reside Conveniently In This Well Constructed 725 Sq.ft Flat For Sale In Salimullah Road-mohammadpur .,3.0,2.0,5,vacant,725.0,dhaka,"৳4,800,000","Salimullah Road, Mohammadpur",4800000.0
A Unique Flat Of 1350 Sq Ft Is Getting Ready To Be Sold In East Kazipara,3.0,3.0,5,vacant,1350.0,dhaka,"৳6,575,000","East Kazipara, Mirpur",6575000.0
A well-constructed 1245 SQ FT flat is for sale in Ibrahimpur,3.0,3.0,8,vacant,1245.0,dhaka,"৳5,353,500","North Ibrahimpur, Ibrahimpur",5353500.0
"Establish Your Peace In This Nice 1350 Sq Ft Apartment For Sale At Sector 5, Uttara",3.0,3.0,1,vacant,1350.0,dhaka,"৳8,500,000","Sector 5, Uttara",8500000.0
"Appealing Property In 2nd Colony, Mirpur – 1375 Sq Ft Flat For Sale",3.0,3.0,6,vacant,1375.0,dhaka,"৳7,000,000","2nd Colony, Mirpur",7000000.0
This 860 Sq Ft Apartment Has A Tempting Enough Environment For You To Buy In Mirpur,2.0,2.0,3,vacant,860.0,dhaka,"৳4,500,000","Rupnagar R/A, Mirpur",4500000.0
Find 1020 SQ FT flat available for sale in Pirerbag,3.0,2.0,6,vacant,1020.0,dhaka,"৳6,000,000","Pirerbag, Mirpur",6000000.0
An Apartment Is Up For Sale At Aftab Nagar Near Dhaka Imperial College.,3.0,3.0,6,vacant,1350.0,dhaka,"৳9,500,000","Block D, Aftab Nagar",9500000.0
We Are Offering You This 1750 Sq Ft Ready Flat For Sale In Uttara-11,3.0,3.0,2,vacant,1750.0,dhaka,"৳12,000,000","Sector 11, Uttara",12000000.0
800 Sq.ft Apartment Is Available For Sale In South Chalabon Near Chalaban Water Pump Which Is Tailored To Your Highest Standards,2.0,2.0,7,vacant,800.0,dhaka,"৳3,800,000","South Chalabon, Dakshin Khan",3800000.0
Looking For A Tasteful Home To Buy In Paikpara? Check This One,3.0,3.0,2,vacant,1350.0,dhaka,"৳7,400,000","Ahmed Nagar, Mirpur",7400000.0
Lovely Apartment Of 1400 Sq Ft Is Up For Sale In South Pirerbag,3.0,3.0,4,vacant,1400.0,dhaka,"৳8,400,000","Pirerbag, Mirpur",8400000.0
A Spacious Apartment Of 1265 Sq Ft Is For Sale At Shiddheswari,2.0,2.0,1,vacant,1265.0,dhaka,"৳7,500,000","New Circular Road, Shiddheswari",7500000.0
2400 Sq Ft Apartment For Sale In Mirpur,5.0,4.0,3,vacant,2400.0,dhaka,"৳18,000,000","Section 6, Mirpur",18000000.0
"Buy This Nice Flat Of 1050 Sq Ft, Which Is Located At Shiddheswari Lane",3.0,3.0,2,vacant,1050.0,dhaka,"৳10,000,000","Shiddheswari Lane, Shiddheswari",10000000.0
"A well-constructed 2100 SQ FT flat is for sale in Bashundhara R-A, Block J",3.0,3.0,3,vacant,2100.0,dhaka,"৳15,750,000","Block J, Bashundhara R-A",15750000.0
A well-constructed 2100 SQ FT flat is for sale in Bashundhara R-A,3.0,3.0,6,vacant,2100.0,dhaka,"৳15,750,000","Block J, Bashundhara R-A",15750000.0
800 Sq Ft Flat Is Ready For Sale At Mohammadpur,2.0,2.0,4,vacant,800.0,dhaka,"৳3,200,000","Nobodoy Housing Society, Mohammadpur",3200000.0
Grab This 2140 Sq Ft Residential Flat Up For Sale In Badda,4.0,4.0,5,vacant,2140.0,dhaka,"৳16,000,000","Nurer Chala, Badda",16000000.0
"A Nice 955 Square Feet House Is Available For Sale At South Pirerbag, With An Affordable Deal.",3.0,2.0,3,vacant,955.0,dhaka,"৳5,000,000","Pirerbag, Mirpur",5000000.0
1285 Sq.ft Apartment For Sale In Jigatola.,3.0,3.0,8,vacant,1285.0,dhaka,"৳7,788,000","Jigatola, Hazaribag",7788000.0
1412 Square Feet Apartment Is Up For Sale At Mirpur,3.0,3.0,8,vacant,1412.0,dhaka,"৳7,000,000","West Shewrapara, Mirpur",7000000.0
3 Katha Plot Is Up For Sale At Bashundhara,,,,vacant,2160.0,dhaka,"৳18,000,000","Block L, Bashundhara R-A",18000000.0
Vacant Now! This 1100 Sq Ft Flat For Sale With Lovely Facilities At Mirpur DOHS,2.0,2.0,1,vacant,1100.0,dhaka,"৳9,000,000","Mirpur DOHS, Mirpur",9000000.0
At Ibrahimpur 1125 Sq.ft Flat Is Up For Sale Close To Al - Madina Jame Masjid.,3.0,2.0,6,vacant,1125.0,dhaka,"৳6,187,500","Ashi Dag Road, Ibrahimpur",6187500.0
"241 Sq Ft Shop Is Up For Sale In New Baily Road, Shiddheswari",,,2,vacant,241.0,dhaka,"৳4,500,000","New Baily Road, Shiddheswari",4500000.0
Near Mollapara Jame Masjid 1205 Sq.Ft Residential Apartment For Sale At Agargaon,3.0,3.0,4,vacant,1205.0,dhaka,"৳6,600,000","Kutum Goli, Agargaon",6600000.0
1220 Sq&gt;Ft Apartments For Sale Close To Mollapara Jame Masjid At Agargaon,3.0,3.0,2,vacant,1220.0,dhaka,"৳6,800,000","Kutum Goli, Agargaon",6800000.0
We Are Offering This Family Friendly Apartment Of 900 Sq Ft For Sale In Kuratoli,3.0,3.0,4,vacant,900.0,dhaka,"৳4,050,000","Kuratoli, Kuril",4050000.0
Kallyanpur Is Giving You A 1350 Square Feet Ready Apartment For Sale,3.0,3.0,4,vacant,1350.0,dhaka,"৳7,425,000","Kallyanpur, Mirpur",7425000.0
Flat For Sale In Mirpur Near Progoti High School,2.0,2.0,3,vacant,780.0,dhaka,"৳3,120,000","Section 11, Mirpur",3120000.0
Visit This Apartment For Sale In Mirpur Near Mirpur Adhunik Hospital And Diagnostic Center.,3.0,3.0,6,vacant,1250.0,dhaka,"৳9,000,000","Section 12, Mirpur",9000000.0
"An Apartment Is Ready For Sale At Mohammadpur , Near Sehabiya Darbar Sharif",2.0,2.0,9,vacant,900.0,dhaka,"৳4,000,000","Nurjahan Road, Mohammadpur",4000000.0
"Offering You A Small Nice Flat For Sale In A Reasonable Price In Mirpur 12, Near Mirpur Adhunik Hospital",2.0,2.0,2,vacant,650.0,dhaka,"৳2,300,000","Section 12, Mirpur",2300000.0
A Decent 1560 Sq.Ft And 3 Bedroom Flat Is Available For Sale In PC Culture Housing .,3.0,4.0,4,vacant,1560.0,dhaka,"৳10,000,000","PC Culture Housing, Mohammadpur",10000000.0
We Have A 1133 Sq.Ft Flat For Sale In The Location Of Shapla Housing.,3.0,3.0,4,vacant,1133.0,dhaka,"৳6,231,500","West Agargaon, Agargaon",6231500.0
Deal with Your Business in 360 Sq Ft Office with a Convenient for sale in Shahjadpur,,,4,vacant,360.0,dhaka,"৳3,500,000","Shahjadpur, Badda",3500000.0
Wonderful 1100 SQ FT flat is available to Sale in Ahmed Nagar,3.0,3.0,1,vacant,1100.0,dhaka,"৳5,000,000","Ahmed Nagar, Mirpur",5000000.0
1390 Sq Feet Flat For Sale Very Near To Darussalam Government Primary School,3.0,3.0,6,vacant,1390.0,dhaka,"৳7,665,000","Darussalam, Mirpur",7665000.0
Available In Darussalam 1485 Sq Feet Flat For Sale,3.0,3.0,5,vacant,1485.0,dhaka,"৳8,167,000","Darussalam, Mirpur",8167000.0
1485 Sq Feet Flat For Sale In The Location Of Darussalam,3.0,3.0,2,vacant,1485.0,dhaka,"৳8,167,000","Darussalam, Mirpur",8167000.0
Available In Middle Paikpara 1080 Square Feet Flat For Sale,3.0,3.0,2,vacant,1080.0,dhaka,"৳4,320,000","Middle Paikpara, Mirpur",4320000.0
For Selling Purpose This 1050 Sq.Ft Flat Is Now Vacant In Noapara .,3.0,2.0,5,vacant,1050.0,dhaka,"৳5,500,000","Meradia, Khilgaon",5500000.0
Grab This 1300 Square Feet Apartment For Sale At Mirpur,3.0,3.0,4,vacant,1300.0,dhaka,"৳5,850,000","Section 11, Mirpur",5850000.0
Amazing 1300 Square Feet Apartment Is Up For Sale At Mirpur,3.0,3.0,6,vacant,1300.0,dhaka,"৳5,460,000","Section 11, Mirpur",5460000.0
In Darussalam This 1485 Sq Feet Flat For Sale,3.0,3.0,8,vacant,1485.0,dhaka,"৳8,167,000","Darussalam, Mirpur",8167000.0
In Darussalam A Residential Apartment For Sale,3.0,3.0,5,vacant,1485.0,dhaka,"৳8,167,000","Darussalam, Mirpur",8167000.0
Experience The Comfort Lifestyle Here In This Fakirapool Home,2.0,2.0,3,vacant,632.0,dhaka,"৳4,424,000","Fakirapool, Motijheel",4424000.0
1360 SFT Flat is Ready To Sale At Uttara Sector 4.,3.0,3.0,1,vacant,1360.0,dhaka,"৳13,000,000","Sector 4, Uttara",13000000.0
Buy This 1537 Square Feet Flat Available In Bashundhara R-a,3.0,3.0,2,vacant,1537.0,dhaka,"৳14,500,000","Block K, Bashundhara R-A",14500000.0
Great Location! Check Out This 1585 Sq. Ft Flat For Sale In Shegunbagicha,3.0,3.0,6,vacant,1585.0,dhaka,"৳13,000,000","Shegunbagicha Road, Shegunbagicha",13000000.0
"Grab This Nice 2000 Sq Ft House In Bashundhara R-A, To Fulfill Your Demand",3.0,3.0,1,vacant,2000.0,dhaka,"৳17,000,000","Block K, Bashundhara R-A",17000000.0
2036 Square Feet Flat With 4 Bedrooms Is Available For Sale In Bashundhara R-a,4.0,4.0,8,vacant,2036.0,dhaka,"৳17,000,000","Block J, Bashundhara R-A",17000000.0
1095 Sq Ft Flat With 3 Bedrooms For Sale In Mid Badda,3.0,2.0,7,vacant,1095.0,dhaka,"৳7,000,000","Middle Badda, Badda",7000000.0
Let Us Help You To Buy This 1240 Sq Ft Flat Which Is Now Available In Aftab Nagar,3.0,3.0,3,vacant,1240.0,dhaka,"৳9,000,000","Block C, Aftab Nagar",9000000.0
At Bashundhara 1500 Square Ft Residential Apartment Is Available For Sale,3.0,3.0,6,vacant,1500.0,dhaka,"৳12,500,000","Block F, Bashundhara R-A",12500000.0
An Area Of 1265 Sq Ft Flat In Purana Paltan Nearby Purana Paltan Girls&#039; College Is Up For Sale.,3.0,2.0,2,vacant,1265.0,dhaka,"৳12,650,000","Purana Paltan, Motijheel",12650000.0
1120 Sq.Ft Flat Is Available For Sale In East Hazipara Near To East Hazipara Masjid.,3.0,3.0,5,vacant,1120.0,dhaka,"৳6,160,000","East Rampura, Rampura",6160000.0
960 Sq. Ft. Apartment Is For Sale In Dakshin Khan Near Mridha Market,3.0,2.0,5,vacant,960.0,dhaka,"৳3,700,000","Moushair, Dakshin Khan",3700000.0
"In The Location Of Mirpur, Close To Baitun Nur Jame Masjid A Flat Is Up For Sale",3.0,3.0,2,vacant,1350.0,dhaka,"৳6,500,000","Pallabi, Mirpur",6500000.0
"550 Square Feet Apartment Is Up For Sale At Muslim Modern College Road, Kachukhet",2.0,1.0,5,vacant,550.0,dhaka,"৳2,310,000","Muslim Modern College Road, Kachukhet",2310000.0
"An Apartment Is Ready For Sale At Madartek , Near Bashabo Mohashorok Jame Masjid.",3.0,2.0,5,vacant,1075.0,dhaka,"৳4,062,500","Madartek, Bashabo",4062500.0
See This 682 Sq Ft Apartment Which Is Up For Sale In Badda Near Badda Girls High School,2.0,1.0,2,vacant,682.0,dhaka,"৳3,600,000","Uttar Badda, Badda",3600000.0
Check this 682 SQ FT apartment up for sale at Uttar Badda very near to IFIC Bank Limited | ATM Booth,2.0,1.0,3,vacant,682.0,dhaka,"৳3,600,000","Uttar Badda, Badda",3600000.0
852 SQ FT office near Paltan Tower for Sales in Motijheel,,,4,vacant,852.0,dhaka,"৳8,094,000","Purana Paltan, Motijheel",8094000.0
Check This 1250 Sq Ft Apartment For Sale At Bashundhara Nearby Modinatul Ulum Madrasa Mosjid,3.0,3.0,4,vacant,1250.0,dhaka,"৳10,500,000","Block D, Bashundhara R-A",10500000.0
